comment,is_violation
cô nói câu nào cũng buồn cười hết trơn,0.0
zả bố thẻ đỏ,0.0
xin lỗi cc bố vote cho pay mẹ facebook,1.0
kkk,0.0
vài năm nữa kỳ anh là huyện ung thư hà tĩnh là tỉnh ung thư của vn,0.0
cái l má hỏi học hết c chưa trong khi vẫn đang học lớp k tao lạy m ạ th mực con ơi cái chữ pr nó kh đúng trong hoàn cảnh này nhé th nguu có ai bị chửi vì bị th kia gánh rồi đăng bài pr kh hay là thừa nước đục thả câu đ b xem thêm,1.0
đm thắm ơi lâu lắm rồi ko chửi bậy trên fb cơ mà đang cú quá đéo biết giải toả ở đâu cả viết ké ở đây nhé cái đcm nhà m nữa add bố m bố accept xong lại chặn bố à đcm hl thế bố đéo rảnh để quan tâm chúng m ăn uống ngủ nghỉ chơi bời thế nào đâu ranh con đầu bà cmay chỗ cm rảnh háng vào làm mấy cái trò ăn cc như thế à cái đm,1.0
đm trong cóp để quên cái quần xì rách nó cũng lấy về hít nữa,1.0
cái loại nghiệp chướng như mày ra đường xe tông lúc nào không hay đâu con ạ,1.0
cái mặt ngu trình cũng ngang với cái mặt tưởng v là hay,1.0
giống như câu ngêu sò tranh nhau ngư ông đắc lợi,0.0
zeros đánh pha này cũng được,0.0
chết cụ mày đi,1.0
mày cút khỏ đất nước tao đi loại vô dụng,1.0
dạ,0.0
mời anh em vào động thiên thai thưởng thức,1.0
mua thêm mấy lại nhỏ nhỏ cho có thuiii vì căn bản nhà vẫn còn,0.0
anh tuấn ban cho dừa,0.0
hội những người muốn lật đổ chính quyền,1.0
đơn giảng vì luật pháp việt nam quá nhẹ tay và ko đủ tính răng đe nên tình trạng này cứ tiếp diễn hoài,0.0
phát ngôn ngu vãi tao đi ị ở bến xe gia lâm còn phải đóng thuế k một lượt kia mà nhà vs có gia lol gì âu bọn nó chịch nhau còn phải đóng thuế vì dùng bao con sâu hay victoria kia,1.0
cảnh giác chim moi,0.0
để đây và không nói gì,0.0
hải yến đ care cmt làm gì ô ai hỏi m à,1.0
rách win thế nồn nào được,1.0
sao nãy ko xin lỗi tao vĩnh biệt mày bây giờ,1.0
nghỉ mẹ luôn đi xin lỗi gì,1.0
con mẹ kia bị qq gì ghê v dẹo thấy gớm,1.0
bú muốn cạn tinh lực con chim thằng em kata chơi chung luôn mà,1.0
báo chí vn như cái củ căc vậy tụi nó có con có cháu có ba có mẹ mà ăn ở k có đức v thôi cho con ở nhà mẹ di cho di học làm mẹ gì an nói xạo xược ăn k nói có mà cũng bày đặt đẻ con giáo dục con cho con di học đm t khinh cái xã hội vn khinh cái đám báo chí,1.0
suốt ngày đi làm ô xin như con chó bên mỹ mà bị đá dập mu lần rồi nên đi đái cũng khó sợ nó nhức,1.0
người nghèo cũng đi lấy xe của họ nhục quá,0.0
chào đ c thiếu tướng trần dần,0.0
you should retire bitch,1.0
thằng hề mặt thớt cút,1.0
top mạnh nhất là top người,0.0
trông bạn bợ đít hay vl,1.0
mọi người tẩy chay chết cụ nó đi đừng để nó sống yên ổn ở cái đất này nữa,1.0
hòa nguyễn đam mê nợ nần sẽ theo đuổi e,0.0
chắc ti vi hỏng rồi chứ thắng hay thua chả ảnh hưởng đến kt nhà mình mai không cày là treo niêu,0.0
cắt con cặc m ra rồi tụi t còn thể suy nghĩ,1.0
tiền chở xe công còn tử hình ở đó tiền nhà t nhìu lắm kkkk,0.0
thiên tai hạn hán cũng đổ lỗi cho chính phủ vậy có lẽ tao cũng nên coi mày là thất bại của việc bố mẹ mày làm tình phải ko thằng ad óc chó,1.0
philippe troussier hãy từ chức ông đã phá nát đội tuyển bóng đá nam việt nam rồi,0.0
mua nhiều lần r và rất ưng giao hàng nhanh bọc kĩ sẽ mua lại okokok,0.0
mày có biết là cái lòi cầm thú chống chọi zs bão lụt mà ko ai quan tâm tới là cái loại gì ko loại xúc zật nó làm cho có chứ chống chọi con mẹ gì tụi nó ăn của dân quá nên bây h phải chịu trách nhiệm đứng ra chóng chọi cho có thôi con chó ak hoàng lệ,1.0
như giọt nước luôn thầy ơi trinh giọt nước suối còn thầy giọt nước cống thầy ạ,1.0
rác chưa,1.0
lỗi đĩ mẹ mày cút mẹ mày đi,1.0
nói mày ngu là thiếu tôn trọng thằng ngu mực,1.0
sp ok nhưng lần trước mình mua là một bao kg sẽ chia ra lam bịch còn này là không chia bịch mà đóng bao lớn cũng hơi bất tiện vì nhà mình có mỗi một bé để lâu sợ bị ẩm mốc nhưng chất lượng sp thì ok giao hàng nhanh,0.0
im mẹ mồm,1.0
hàng ok mà con giặc nhà mỗi lần đánh cho nó như quánh nhau với chúng nó í,0.0
thằng tồi chúng mày làm xấu mặt đàn ông bọn tao ra,0.0
ủa làm sao thấy bị gì đâu,0.0
đánh ngu vl,1.0
cảm ơn cc,1.0
rất hợp với khẩu vị của mèo nhà mình mặc dù mới lần đầu ăn shiper thân thiện luôn giao hàng trước ngày hẹn,0.0
dịch vụ tệ không đáng tiền,0.0
vũ thị huyền bn v b,0.0
đéo bắt được thì cút,1.0
mày mà còn vác mặt ra đường thì đừng trách tao ác tao đập cho gãy chân đấy,1.0
mẫn đạt sủa câu biết ngu học đúng là fan bóng đá thời vụ mới nói được những câu này dell biết nhìn ra mình có gì mà đi chửi hlv,1.0
má fong rộng z ma la ngột ngạt me nó,1.0
vtv tẩy chai con đỉ trần mu,1.0
bắt kém cực ấy nói thậy,1.0
ahihi đồ ngốk,0.0
xin đmm,1.0
bt xl sao ko bt lm công bằng từ đầu ik chó mù à,1.0
clm đanha bạc chát sẽ lol chịu rồi,1.0
bích đú,1.0
giao hàng nhanh giá hợp lý hạt cũng khá ổn trong tầm giá nhưng nên đổi qua lại các loại hạt mỗi loại có ưu nhược điểm riêng không nên cho mèo ăn một loại quá lâu khi đổi nên trộn loại với nhau để thay đổi từ từ,0.0
ta nói việt nam mà có luật chặt bỏ tứ chi của máy thằng này thì làm gì có chộm cướp,1.0
abe ngầu lòi,0.0
loại này mình mua ở shop lần đầu khá ưng ý mèo nhà mình thích ăn loại này lắm nên mua lần kg,0.0
má tao là thg còn lại t chửi thối mẹ m đầu,1.0
hội chăn rau share máy bay bà già hồi xuân,1.0
bọn súc sinh,1.0
mày cút mẹ đi bắt ngu lắm,1.0
xử thật mạnh tay cha con nhà này xã hội mà tồn tại những người thế này thì loạn mất,1.0
cát tốt thẩm thấu tốt hơn,0.0
dat ngo già rồi mà sao ăn nói ngu học thếq,1.0
m chắt đồng là ỉa chảy mòm thì hay chê,1.0
giết được người mà ko bị pháp luật xử nghiêm minh thì bố con nhà mày sớm muộn cũng xuống âm phủ mà tiêu tiền,1.0
tôi có xem ông đi rừng hacerim rank vàng rồi ạ thật là bái phục,0.0
một chế độ sắp tới ngày suy tàn rùi nên mới để cho các phần tử lộng hành ngang tàng đến nzay,1.0
mọi sự chủ quan đều có sự trả giá hết,0.0
so so con mẹ mi nờ thằng chó,1.0
dm lu quan tham ba n nươ c,1.0
quảng cáo sai sự thật,0.0
có anh độ tết lúc nào chả vui,0.0
cần tao giạy khoá lm trọng tài ko,0.0
quockhanh mai hóng,0.0
page này thành phản động ak dkm toàn post nhảm k,1.0
xin chào các bạn hôm nay sói sẽ hướng dẫn các bạn cắn kẹo xê xủi hương cam v,0.0
óc vừa th thế m nghĩ ai cũng cố tình vi phạm r ng dân cũng bị gài bị dìu r bắt lỗi ko đúng đầy ra đấy ở đấy mà đạo lí,1.0
trời ơi thương em thì lên tiếng để bảo em ấy và pháp luật xử lý nghiêm minh làm bài học cho toàn xã hội,0.0
khéo nhung lại bị người khác lây sang,0.0
tính ra mấy thằng ăn cướp rất là thông minh,0.0
nhây chừa nhé,0.0
tuyển mẫu nhí chụp ảnh bikini inbox kín,1.0
the ma van k ganh duocc anhh dung la ngu lau dot ben kho dao taoo ma,1.0
núi này do ta mở cây này do ta trồng nếu muốn đi qua đây mau đem tiền cống nộp,0.0
cha hk ra gì thì con mới nz,1.0
đủ trình k ảo tưởng thiểu năng xấu còn đóng vai ác nữa ba,1.0
sao lại cứ đến nụ cười lên không nghe rõ lời nói ngừng cho giọng nói vào vô lý,0.0
đụ mẹ tao giết cả dòng họ tao phá đất nước của mày rồi tao xin lỗi được không,1.0
nhìn là muốn đụ,1.0
đảng cộng sản chỉ biết mị dân thôi lật đổ đi,1.0
bắt chưa thằng nhen mấy c a,0.0
khách đặt sỉ inbox zalo a chiểu cần câu mèo dây thép siêu dẻo cần với chất liệu thép dẻo bền có thể uốn cong mà không gây gãy thép dẻo tạo độ chuyển động tự nhiên kích thích mèo của bạn chơi đùa vận động đồ chơi cho mèo cần câu mèo có tác dụng kích thích vận động,0.0
giao gói to luôn chứ không chia nhỏ giá rất tốt đồ ăn không có gì lạ so với mình mua gói lẻ mình cân đủ kg do mình nuôi mèo hoang nên chưa đến tháng là hết,0.0
ra ca nào không có bằng chứng không có camera quay lại thì lên bằng mắt nha con lên chứng minh đây là xe đạp của mình à lên ca coi nó tát cho tỉnh ra đấy,0.0
lu pede xa o xư mơ i hơm qua chu ng tâng nhau lên mây nay chu ng siu a că n nhau như cho tha ng hahaaaaaaa,1.0
thằng điên văn vở câu like rẻ tiền cút,1.0
nhìn em nó bú bình sữa mà kích thích,1.0
cái lồn má mày thằng trọng tài chó,1.0
mấy đứa nhỏ này nhìn ngon mắt thật muốn cắn một cái,1.0
k muốn game k muốn phim k nhạc và cũng không thể ngủ một mớ hỗn độn cảm giác khó chịu,0.0
nữa đêm coi cuời ẻ https facebook com l php u l fb co profile id,0.0
bán thì kh lo cứ nhiều chuyện,0.0
ko lẻ bất cứ nước nào nhận lao động nước ngoài thì nước đó trình độ kém ngu vl ngành luyện kim mổi cty mở ra đều đưa nhân viên ra nước ngoài thực tập chủ yếu ở trung quốc vì chuyên môn yếu với lại thiếu chuyên cần bất cẩn các nhà thầu tq hầu n,1.0
xin lỗi cứt chó gì,1.0
ủng hộ công ty ủng hộ jack,0.0
bạn rách nhà bạn hiền qá làm nta có bầu r chối hẳn trẹo cơ đấy,1.0
style hư dây kéo,0.0
anh sẽ đến củ to quá,0.0
phúc báo dịch thì sát đít mà đi du lịch như đéo có chuyện gì rồi mang về việt nam đéo hiểu mấy đĩ nhà giàu này,1.0
xài rất tốt đóng gói cẩn thận giao hàng nhanh,0.0
giá rẻ chất lượng tốt,0.0
ý là giống như m dù ngu tiếng việt nhưng vẫn hơn con lợn hả cô chưa dạy m ngu thì đừng hay ra vẻ à đến tên idol viết còn k nên thân chắc m phải cay lắm nên mới viết sai hết như vậy thôi trả điện thoại cho mẹ rồi ra tập viết đi,1.0
giao hàng nhanh mèo nhà mình rất thích nhà có mình nuôi e nên ăn hơi tốn chắc đk một tháng sẽ tiếp tục ủng hộ,0.0
giữ xe thu tiền mà mày nói vậy nghe sao được,0.0
bởi dừa lờ t lắm cho chừa cái tật chơi dọng cha dọng mẹ rồi bị chặt,1.0
về gia định mà đòi đất kkkkkk già mà ngu vl,1.0
vẫn có người tặng quà va len thai cho mình mn ạ,0.0
cay lắm mà del làm gi dc t nhục lắm kkkkk,1.0
ngày r mà toà đâu chưa thấy,0.0
chị là cô này hả,0.0
bị ngáo cứt lợn,1.0
nhét con kia vào quan tài giùm tao cái clm nó,1.0
bức xúc cái gì việc chẳng có lớn nếu nó không đăng bài nốc rượu bị mn chửi là sống bẩn vs thó cạch mặt thì còn xem đằng này người thì ăn chắc cái nhân cách r,1.0
bekia dùng kungphu muray v mà mắt trong tài để đâu vậy,0.0
bọn này chắc không được học hành không được giáo dục không biết nhục là gì người có học có đạo đức hiểu những gì không phải là của mình thì có năn nỉ cho người ta cũng không lấy,1.0
ngu chưa,1.0
đóng gói cẩn thận đã nhận hàng sẽ ủng hộ shop những lần sau,0.0
bắn bỏ đi thứ lắm tiền mà cặn bã xã hội,1.0
mày câm cái mồm lại ngay nói thêm một câu nữa là tao cắt lưỡi mày đấy,1.0
lũ này cần bắn bỏ,1.0
that la vl,0.0
bắc kỳ cũng là người vn mà nó chửi như có sách con này k bỏ qua cho nó được,1.0
thầy bói,0.0
xin lỗi cc,1.0
top rồi mà thậm chí acc td hàn top top,0.0
ko so với mấy nước trong khu vực đi thằng cha mày cái cc j cx nói đc nghĩ mình thông minh thâm thuý à,1.0
thằng ngu nếu ko bồi thường thì đừng có lấy của dân,1.0
m vs thg dog này giống nhau phết ngu to mồm thượng đẳng,1.0
hiê u pê đê nhu c miê ng sửa như cho đâ u ngu như bo ba n thân bo ng va ng ma dơ kkkk,1.0
thua nữa thì nghĩ mịa về nước đi,1.0
thấy bị cắn chưa,1.0
nhìn cx xinh nhà cx có vẻ điều kiện mà mất nhận thức vậy,1.0
nhân viên thân thiện hỗ trợ tốt,0.0
khánh an hạt điên quỷ tới chơi nè lũ bk,0.0
đi học mà xâm hình thầy lol,1.0
tấm chiếu mới,0.0
xờ lờ quá,1.0
sao ko đc z thầy,0.0
vn tôi đó,0.0
havahahhjsbsbsbb sâhhhahahahahahahahahahajahahahahaaha,0.0
tốt nhất là im lặng bạn ah bạn yêu mến bảo vệ thần tượng là tốt nhưng có lúc bạn nên im lặng sẽ tốt hơn jack nó đã quá ngu trong chuyện này lẽ ra có thể điện thoại trao đổi với anh viruss là xong đang này lại lên statutes rồi xem thêm,0.0
thành nguyễn mình nghĩ các trang mạng xh ngày nào cũng chia sẽ ngày nào cđm cũng vào len án thật nhiều vào thì nhà nó ko có cửa lo đâu cũng có bn vụ muốn chìm xuồng nhưng vẫn ko thoa t nỗi,0.0
vãi,1.0
nghỉ hè luôn,0.0
ngu vc cố đánh làm đ j,1.0
phải con trai thì đuổi kịp đây là cướp đường mong pháp luật vào cuộc manh mối rõ ràng hai thằng đồng bọn cam quay rõ luôn,1.0
bọn đen hôi này nên cút về nước đi,1.0
vcl trông như cac quả fb thì trai alime lỏ đúng mấy th ranh cấp trông đã như cac còn fan mực dốt,1.0
chí bảo nhung chứ chung cc à,1.0
sao quan chức cao cắp csnào khi vi phạm pl cũng đều trả lời có vẻ ngây ngô khờ khạo chẳng lẽ qui trình chọn lọc cán bộ cấp chiến lược là vậy sao nhìn hành vi các qc phạm pháp thì biết nước nhà do các vĩ lđ sẽ đi về đâu đúng là các vị coi dân như những con lừa mưốn làm gì củng được thế mà vẵn quang vinh vĩ đại,1.0
nhìn bé này mặc đồ bơi mà chú không kiềm chế được,1.0
trần nhật tuấn bú win lên này a,0.0
mấy thằng gay lọ bệnh hoạn biến thái,1.0
do dat gill xô đi đâu thế,0.0
mều nhà mình thích ăn lắm ngon bổ rẻ nên mua nhìu nhìu để bé ăn dần nha mụi ngừ,0.0
lương tr chẳng đủ ăn cơm đâu con ạ ăn tôm hùm sâu răng đây,0.0
acc bán hàng online,0.0
chết mẹ đi địt cụ thằng trọng tài,1.0
ad à cái này ad bạy rồi đa phần đăng ký nó cho free mà bản thân e ko đóng tiền mạng cái rồi đây,0.0
mua mèo ở đây lần đều rất tốt,0.0
thanh niên bây giờ đi trộm cắp theo bầy đàn nhiều quá tởm thật,1.0
bắt được sử bắn bỏ vài thằng riết nó sợ hà làm ăn méo lo làm tối ngày trộm cấp,1.0
quay dính biển số xe t kia rồi đó có đăng xuất luôn mới thoát mai lại lên trang đầu cho coi,0.0
